"WORDS";"ABBREVIATIONS";"LANGUAGES"
"Rathmichael";"n.a.";"eng"
"ratifi-";"ratif.";"fre"
"rating";"rat.";"eng"
"Ratingen";"Rating.";"ger"
"ratio";"n.a.";"eng"
"rational-";"ration.";"swe, eng"
"rationeel-";"ration.";"dut"
"rationel-";"ration.";"ger"
"rationnel-";"ration.";"fre"
"rat̡iune";"n.a.";"rum"
"ratkaisu-";"ratk.";"fin"
"ratownictwo";"ratow.";"pol"
"ratsastus";"rats.";"fin"
"Ratschlag";"Ratschl.";"ger"
"Rätsel";"n.a.";"ger"
"ratsismou";"n.a.";"gre"
"rätt-";"rätt.";"swe"
"rattach-";"rattach.";"fre"
"rättighet";"rättigh.";"swe"
"rättsfall";"rättsf.";"swe"
"rättshjälp";"n.a.";"swe"
"rättsinformatik";"rättsinform.";"swe"
"rättsläkarstation";"rättsläkarstn.";"swe"
"rättsreg-";"n.a.";"swe"
"rättsskygg";"n.a.";"swe"
"rättsväsen";"n.a.";"swe"
"rättsvetenskaplig-";"rättsvetensk.";"swe"
"ratusz-";"ratusz.";"pol"
"Raubtier";"n.a.";"ger"
"rauchen";"rauch.";"ger"
"rauchgasreinigung-";"rauchgasreinig.";"ger"
"rauchschadenssachverständig-";"rauchschadenssachverständ.";"ger"
"Rauchware";"n.a.";"ger"
"Rauchwarenindustrie";"Rauchwarenind.";"ger"
"raudoni";"n.a.";"lit"
"Raudonos-";"Raudon.";"lit"
"rauhan";"n.a.";"fin"
"rauhanlehti";"rauhanl.";"fin"
"rauhanyhdistys";"rauhanyhd.";"fin"
"Rauma";"n.a.";"fin"
"Raumausstattung";"Raumausstatt.";"ger"
"raumbedeutsam";"n.a.";"ger"
"Raumbestand";"n.a.";"ger"
"räumen";"räum.";"ger"
"Raumentwicklung";"Raumentwickl.";"ger"
"Raumfahrt";"n.a.";"ger"
"Raumfahrtforschung-";"Raumfahrtforsch.";"ger"
"Raumfahrtmedizi-";"Raumfahrtmed.";"ger"
"Raumforschung";"Raumforsch.";"ger"
"Raumgrössenklasse";"Raumgrössenkl.";"ger"
"räumlich";"räuml.";"ger"
"Raumlufttechni-";"Raumlufttech.";"ger"
"Raumordnung";"Raumordn.";"ger"
"Raumplanung";"Raumplan.";"ger"
"Raumstruktur";"Raumstrukt.";"ger"
"Raumwirtschaft";"Raumwirtsch.";"ger"
"Raumwissenschaft";"Raumwiss.";"ger"
"raunvísindi";"raunvís.";"ice"
"Rauschgift";"n.a.";"ger"
"Rauschgiftbekämpfung";"Rauschgiftbekämpf.";"ger"
"Rauschgiftkriminalität";"Rauschgiftkrim.";"ger"
"Rauschmittel";"Rauschm.";"ger"
"rautakauppa";"rautak.";"fin"
"rautatiehallit-";"rautatiehall.";"fin"
"rautatiehistoriallinen";"rautatiehist.";"fin"
"rautatieläinen";"rautatiel.";"fin"
"rautatieläiste";"rautatiel.";"fin"
"Rauzannais";"n.a.";"fre"
"ravage-";"ravag.";"fre"
"råvarupris-";"råvarupris.";"swe"
"Ravénna";"n.a.";"ita"
"ravennate";"ravenn.";"ita"
"Ravensberg";"Ravensb.";"ger"
"Ravensburg";"Ravensbg.";"ger"
"ravijn";"n.a.";"dut"
"ravintolaneuvosto";"ravintolaneuv.";"fin"
"ravnanje";"n.a.";"slv"
"ravnatelj-";"ravnatelj.";"hrv"
"ravnica";"ravn.";"hrv"
"ravnina";"ravn.";"rus"
"ravnovesie";"ravnoves.";"rus"
"rawhide";"n.a.";"eng"
"rayon";"n.a.";"fre"
"rayonnant";"rayon.";"fre"
"rayonnement";"rayonnem.";"fre"
"rayuela";"n.a.";"spa"
"ražan̂sk-";"râzan.";"srp, rus"
"război";"n.a.";"rum"
"razdel";"n.a.";"rus"
"razdelit-";"razdelit.";"slv"
"razdio";"n.a.";"hrv"
"razdob-";"razdob.";"hrv"
"razem";"n.a.";"pol"
"razgibajmo";"razg.";"slv"
"razgled";"razgl.";"srp"
"razgovor";"razgov.";"slv"
"razional-";"razion.";"ita"
"raziskovanje";"razisk.";"slv"
"raziskuj-";"raziskuj.";"slv"
"različ-";"razl.";"rus"
"razlik-";"razl.";"slv"
"razliv-";"n.a.";"rus"
"razmena";"razm.";"srp"
"razmeŝenie";"razmeŝ.";"rus"
"razmin-";"razmin.";"hrv"
"razmjena";"razmj.";"hrv"
"razmnožava";"razmnož.";"bul"
"razmyt-";"razmyt.";"rus"
"razn-";"razn.";"rus"
"raznovrsnih";"raznovrs.";"hrv"
"razón";"n.a.";"spa"
"razon-";"razon.";"spa, hrv"
"razoruž-";"razoruž.";"rus"
"ražošan-";"ražoš.";"lav"
"ražot-";"ražot.";"lav"
"razpis-";"razp.";"bul"
"razpotja";"n.a.";"slv"
"razprave";"razpr.";"bul, slv"
"razprostranenie";"razprostr.";"bul"
"razrabot-";"razrab.";"rus"
"razred";"n.a.";"slv"
"razredne";"razred.";"hrv"
"razrežen-";"razrež.";"rus"
"razrušen-";"razruš.";"rus"
"razveden-";"razved.";"mul"
"razvedk-";"razved.";"rus"
"razvedočn-";"razved.";"rus"
"razvedriln-";"razvedril.";"slv"
"razvedrilo";"razvedr.";"slv"
"razvij-";"razvij.";"srp"
"razvit-";"razvit.";"mul"
"razviv-";"razv.";"rus"
"razvlečn-";"razvleč.";"rus"
"razvoj";"n.a.";"hrv"
"razvoj-";"razvoj.";"slv"
"razzismo";"n.a.";"ita"
"razzizmu";"n.a.";"mlt"
"reabilit-";"reabil.";"por"
"reacción";"reacc.";"spa"
"reach-";"reach.";"eng"
"réacteur";"réact.";"fre"
"réactif";"réact.";"fre"
"reacting";"react.";"eng"
"reaction-";"react.";"fre, eng"
"reactiv-";"react.";"fre, eng"
"reactor-";"react.";"eng"
"readable";"n.a.";"eng"
"réadapt-";"réadapt.";"fre"
"reader";"read.";"eng"
"readership";"readersh.";"eng"
"reading";"read.";"eng"
"reagent";"reag.";"eng"
"reajuste";"n.a.";"spa"
"reakci-";"reakc.";"rus"
"reaksjon";"reaks.";"nor"
"reaktie-";"reakt.";"dut"
"Reaktion-";"Reakt.";"ger"
"reaktiv-";"reakt.";"rus, ger"
"reaktor-";"reakt.";"ger, rus"
"reaktywn-";"reakt.";"pol"
"real (actual)";"n.a.";"eng, fre"
"real (royal)";"r.";"spa"
"reale";"r.";"ita"
"realfagsundervisning";"realfagsundervis.";"nor"
"Realgymnasium";"Realgymn.";"ger"
"realidad-";"real.";"spa"
"Realienkunde";"Realienkd.";"ger"
"réalis-";"réalis.";"fre"
"realism";"n.a.";"eng"
"realistic";"n.a.";"eng"
"realitat";"real.";"cat"
"réalité";"réal.";"fre"
"reality";"real.";"eng"
"realiz-";"realiz.";"mul"
"realizzazion-";"realizz.";"ita"
"realkredit";"n.a.";"dan"
"really";"n.a.";"eng"
"realʹn-";"real.";"rus"
"realskole";"realsk.";"nor"
"realstruktur-";"realstrukt.";"ger"
"realt-";"realt.";"eng"
"realtà";"real.";"ita"
"realtor";"n.a.";"eng"
"réaménage-";"réaménage.";"fre"
"reanimac-";"reanim.";"spa"
"réanimateur";"réanim.";"fre"
"reanimation";"reanim.";"fre, eng"
"reanimatolog-";"reanimatol.";"mul"
"reared";"rear.";"eng"
"rearrange-";"rearrange.";"eng"
"reasekuracj-";"reasekur.";"pol"
"reason-";"reason.";"eng"
"reassembl-";"reassembl.";"eng"
"reassessment-";"reassess.";"eng"
"réassurance";"réassur.";"fre"
"reatt-";"reatt.";"ita"
"reazióne";"reaz.";"ita"
"Rebais";"n.a.";"fre"
"rebelde";"n.a.";"spa"
"Rebenpflanzgutverordnung";"Rebenpflanzgutverordn.";"ger"
"Rebfläche";"Rebfl.";"ger"
"reboisasi";"rebois.";"ind"
"reboise-";"rebois.";"fre"
"rebossier";"n.a.";"fre"
"rebotica";"rebot.";"spa"
"rebours";"n.a.";"fre"
"rebrote";"n.a.";"spa"
"rebusist";"rebus.";"rum"
"recall";"n.a.";"eng"
"recambio";"n.a.";"spa"
"récapitul-";"récapitul.";"fre"
"recaud-";"recaud.";"spa"
"receipt-";"receipt.";"eng"
"receita";"n.a.";"por"
"receiv-";"receiv.";"eng"
"récemment";"n.a.";"fre"
"recenseamento";"recens.";"por"
"recensement";"recens.";"fre"
"recensie";"recens.";"dut"
"recension-";"recens.";"fre, eng"
"recent";"n.a.";"fre, eng"
"récent-";"récent.";"ita, fre"
"recentelijk";"recent.";"dut"
"recentes";"recent.";"lat"
"recentia";"recent.";"lat"
"recently";"recent.";"eng"
"recenzia";"recenz.";"hrv, pol"
"recenzija";"recenz.";"slv"
"recepcion";"recepc.";"spa"
"recept-";"recept.";"fre, eng"
"recepterolog-";"recepterol.";"eng"
"réception";"récept.";"fre"
"recepty";"n.a.";"slo"
"recerca-";"recer.";"spa"
"recerques";"recer.";"cat"
"recertificat-";"recertif.";"eng"
"rěčespyt";"n.a.";"pol"
"recession";"recess.";"eng"
"recette";"n.a.";"fre"
"recettor-";"recett.";"ita"
"receveur";"recev.";"fre"
"recharg-";"recharg.";"fre"
"Rechenanlage";"Rechenanl.";"ger"
"Rechenschaft";"Rechensch.";"ger"
"Rechensystem-";"Rechensyst.";"ger"
"Rechentechni-";"Rechentech.";"ger"
"Rechenwert";"n.a.";"ger"
"Rechenzentrum";"Rechenzent.";"ger"
"recherche-";"rech.";"fre"
"Rechgesch-";"Rechgesch.";"ger"
"rechn-";"rechn.";"rus, ger"
"Recht";"n.a.";"ger"
"rechtelijk";"rechtel.";"dut"
"rechtenstudie";"rechtenstud.";"dut"
"rechtlich-";"rechtl.";"ger"
"Rechtsanwalt";"Rechtsanw.";"ger"
"Rechtsarchiv";"Rechtsarch.";"ger"
"Rechtsbeilage";"Rechtsbeil.";"ger"
"Rechtsberater";"Rechtsberat.";"ger"
"rechtsbescherming";"rechtsbescherm.";"dut"
"Rechtsbibliographie";"Rechtsbibliogr.";"ger"
"Rechtschutz";"n.a.";"ger"
"rechtscollege";"rechtscoll.";"dut"
"Rechtsentscheide";"n.a.";"ger"
"Rechtsentscheidsammlung";"Rechtsentscheidsamml.";"ger"
"rechtsfilosofie";"rechtsfilos.";"dut"
"Rechtsform";"n.a.";"ger"
"Rechtsfrage-";"Rechtsfr.";"ger"
"rechtsgeleerd";"rechtsgel.";"dut"
"rechtsgeleerdheid";"rechtsgeleerdh.";"dut"
"Rechtsgeschichte";"Rechtsgesch.";"ger"
"rechtsgeschichtlich-";"rechtsgesch.";"ger"
"rechtshistorisch";"rechtshist.";"ger"
"Rechtsinformatik";"Rechtsinform.";"ger"
"rechtskräftig-";"rechtskräft.";"ger"
"Rechtskund-";"Rechtskd.";"ger"
"Rechtslexikon";"Rechtslex.";"ger"
"rechtsliteratuur";"rechtslit.";"dut"
"Rechtsmagazin";"Rechtsmag.";"ger"
"Rechtsmedizin";"Rechtsmed.";"ger"
"Rechtspfleg-";"Rechtspfl.";"ger"
"rechtsphilosoph-";"rechtsphilos.";"ger"
"Rechtsphilosophie";"Rechtsphilos.";"ger"
"rechtspleging";"rechtspl.";"dut"
"Rechtspolitik";"Rechtspolit.";"ger"
"rechtspolitolog-";"rechtspolitol.";"ger"
"rechtspositie";"rechtspos.";"dut"
"rechtspraak";"rechtspr.";"dut"
"rechtspraktijk";"rechtsprakt.";"dut"
"Rechtspraxis";"Rechtsprax.";"ger"
"Rechtsprechung";"Rechtsprech.";"ger"
"Rechtsquelle";"n.a.";"ger"
"rechtsrheinisch";"rechtsrhein.";"ger"
"Rechtssammlung";"Rechtssamml.";"ger"
"Rechtsschutzversicherung";"Rechtsschutzversicher.";"ger"
"Rechtssoziologie";"Rechtssoziol.";"ger"
"Rechtssprechung";"Rechtssprech.";"ger"
"Rechtsstaat";"n.a.";"ger"
"Rechtsstellung";"Rechtsstell.";"ger"
"Rechtsstud-";"Rechtsstud.";"ger"
"Rechtstheor-";"Rechtstheor.";"ger"
"rechtstoestandregeling";"rechtstoestandregel.";"dut"
"rechtstreeks";"rechtstr.";"dut"
"rechtsvergleichend";"rechtsvgl.";"ger"
"Rechtsvergleichung";"Rechtsvgl.";"ger"
"Rechtsvorschrift-";"Rechtsvorschr.";"ger"
"Rechtswissenschaft-";"Rechtswiss.";"ger"
"recibi-";"recib.";"spa"
"récidiv-";"recidiv.";"fre, eng"
"reciente";"n.a.";"spa"
"Recife";"n.a.";"por"
"recifens-";"recif.";"lat, por"
"recipe";"n.a.";"eng"
"récipien-";"recip.";"fre, eng"
"reciprocal";"recipr.";"eng"
"recirculat-";"recirc.";"eng"
"récit";"n.a.";"fre"
"recitare";"recit.";"lat"
"Recklinghausen";"Recklinghaus.";"ger"
"Recknitz";"n.a.";"ger"
"reckonner";"reckon.";"eng"
"reclamation";"reclam.";"fre, eng"
"reclame";"n.a.";"dut"
"reclamerecht";"reclamer.";"dut"
"reclassering";"reclass.";"dut"
"reclassifi-";"reclassif.";"eng"
"reclutamiento";"reclut.";"spa"
"rečn-";"rečn.";"rus"
"recognition";"recognit.";"eng"
"recognize";"recogn.";"eng"
"recognosco";"n.a.";"lat"
"recollect-";"recollect.";"eng"
"récolte";"n.a.";"fre"
"recombin-";"recomb.";"eng, fre"
"recomend-";"recom.";"spa"
"recommandation";"recomm.";"fre"
"recommend-";"recomm.";"eng"
"récompens-";"récomp.";"fre"
"recompilación";"recompil.";"spa"
"reconciliation";"reconcil.";"eng"
"reconnaissance";"reconnaiss.";"fre"
"reconnection-";"reconnect.";"eng"
"reconocimiento";"reconoc.";"spa"
"reconquista";"reconqu.";"spa"
"reconstitut-";"reconst.";"eng"
"reconstruct-";"reconstr.";"eng, spa, fre"
"reconversion";"reconvers.";"fre"
"recopilació";"recopil.";"spa"
"recopilación";"recopil.";"spa"
"record-";"rec.";"eng"
"recouvr-";"recouvr.";"fre"
"recover-";"recover.";"eng"
"recovery";"n.a.";"eng"
"recreatieve";"recreat.";"dut"
"recreatiewerk";"recreatiew.";"dut"
"récréatif";"récréat.";"fre"
"recréation";"recréat.";"fre"
"recreation-";"recreat.";"eng"
"récréativ-";"récréat.";"fre"
"recreo";"n.a.";"spa"
"recruit-";"recruit.";"eng"
"recrutement";"recrut.";"fre"
"recrystalliz-";"recryst.";"eng"
"rectal";"n.a.";"eng"
"recteur";"n.a.";"fre"
"rectificación";"rectific.";"spa"
"rectifier";"n.a.";"eng"
"rector";"n.a.";"spa"
"rectorado";"n.a.";"spa"
"rectum";"n.a.";"lat"
"recueil";"recl.";"fre"
"recueillir";"recl.";"fre"
"recull";"n.a.";"cat"
"recultivat-";"recultiv.";"eng"
"récupér-";"récupér.";"fre"
"recuperação";"recuper.";"por"
"recuperatie";"recuper.";"dut"
"recurrent";"recurr.";"eng"
"recurring";"recurr.";"eng"
"recurso-";"recur.";"spa"
"recusant";"n.a.";"eng"
"recycl-";"recycl.";"eng"
"re̢czn-";"re̢cz.";"pol"
"Red-Cross";"n.a.";"eng"
"redacción";"red.";"spa"
"rédaction";"réd.";"fre"
"rédactionnel";"réd.";"fre"
"redakc-";"red.";"rus"
"Redaktion";"Red.";"ger"
"redar-";"redar.";"hrv"
"redare";"n.a.";"swe"
"redbook";"redb.";"eng"
"redder";"n.a.";"dut"
"redding";"redd.";"dut"
"redeem-";"redeem.";"eng"
"redegørelse";"redeg.";"dan"
"rédempteur";"rédempt.";"fre"
"redemption";"redempt.";"fre, eng"
"redemptorist";"redempt.";"eng"
"redeployment";"redeploy.";"eng"
"rederi";"n.a.";"swe"
"rederiforbund";"rederiforb.";"nor"
"redevelop-";"redev.";"eng"
"redevoering";"redevoer.";"dut"
"redhead";"n.a.";"eng"
"redhill";"n.a.";"eng"
"rédiger";"n.a.";"fre"
"redistribut-";"redistrib.";"eng"
"ředitelství";"ředitel.";"cze"
"redito";"n.a.";"spa"
"rediviv-";"n.a.";"swe, lat"
"redki-";"redk.";"rus"
"redkometallič-";"redkomet.";"rus"
"redkometalʹn-";"redkomet.";"rus"
"redkozemelʹn-";"redkozem.";"rus"
"redlich-";"redl.";"ger"
"Rednerd-";"Rednerd.";"ger"
"redning";"n.a.";"dan"
"redningsselskap";"redningsselsk.";"nor"
"redogörelse";"redog.";"swe"
"redond-";"redon.";"spa"
"redovis-";"redovis.";"swe"
"redovni-";"redov.";"hrv"
"redskaber";"n.a.";"dan"
"reducción";"reducc.";"spa"
"reduced";"reduc.";"eng"
"reducid-";"reduc.";"spa"
"reduction";"reduct.";"eng, fre"
"réduire";"n.a.";"fre"
"réduit";"n.a.";"fre"
"redundancy";"n.a.";"eng"
"Redwater";"n.a.";"eng"
"redwood";"redw.";"eng"
"Reederei";"Reeder.";"ger"
"réédit-";"rééd.";"fre"
"rééducat-";"rééduc.";"fre"
"reefer";"reef.";"eng"
"reeks";"n.a.";"dut"
"réel-";"réel.";"fre"
"reemplaz";"reempl.";"spa"
"réemploi";"réempl.";"fre"
"reencuentro";"n.a.";"spa"
"reestructur-";"reestruct.";"spa"
"reestrutur-";"reestrut.";"por"
"Reeuwijk";"n.a.";"dut"
"reevaluat-";"reeval.";"eng"
"refaccion-";"refacc.";"spa"
"réfection";"réfect.";"fre"
"référ-";"réf.";"fre"
"referál-";"ref.";"hun"
"referanse";"ref.";"nor"
"Referat-";"Ref.";"ger"
"referátumgyűjtemény";"refgyűjt.";"hun"
"referee";"n.a.";"eng"
"referenc-";"ref.";"mul"
"Referendar-";"Refer.";"ger"
"referendum";"referend.";"lat"
"referente";"ref.";"por"
"Referenz";"Ref.";"ger"
"referido";"refer.";"spa"
"referieren-";"ref.";"ger"
"referral";"ref.";"eng"
"refinadora";"refin.";"por"
"refined";"refin.";"eng"
"refiner";"refin.";"eng"
"refinery";"refin.";"eng"
"refining";"refin.";"eng"
"refino";"n.a.";"spa"
"réfléchir";"réfléch.";"fre"
"reflection";"reflect.";"eng"
"reflectir";"reflect.";"por"
"reflector";"reflect.";"dut"
"refleks";"n.a.";"dut"
"refleksi-";"refleks.";"ind"
"reflektor";"refl.";"hun"
"reflet";"n.a.";"fre"
"reflex";"n.a.";"mul"
"reflexão";"reflex.";"por"
"réflexion";"réflex.";"fre"
"Reflexion-";"Reflex.";"ger"
"réflexologie";"réflexol.";"fre"
"refondus";"n.a.";"fre"
"reforestation";"refor.";"eng"
"Reform";"n.a.";"ger"
"reforma";"n.a.";"spa"
"reformac-";"reform.";"pol"
"reformáció";"reform.";"hun"
"reformad-";"reform.";"spa, por"
"reformatie";"reform.";"dut"
"reformation";"reform.";"eng"
"reformatorish";"reform.";"dut"
"reformatory";"reform.";"eng"
"református";"reform.";"hun"
"Reformblätter";"Reformbl.";"ger"
"réforme";"n.a.";"fre"
"reformed";"reform.";"eng"
"reformer";"reform.";"eng"
"Reformieren";"Reform.";"ger"
"reformirten";"reform.";"ger"
"reformulat-";"reformul.";"eng"
"reforz-";"reforz.";"spa"
"refract-";"refract.";"eng"
"réfractair-";"réfract.";"fre"
"refrakcionn-";"refrakc.";"rus"
"refrattàrio";"refratt.";"ita"
"refresc-";"refresc.";"spa"
"refresher";"refresh.";"eng"
"refreshment";"refresh.";"eng"
"refrig-";"refrig.";"eng, fre"
"refug-";"refug.";"eng, fre"
"réfugié";"réfug.";"fre"
"refund-";"refund.";"eng"
"refurbishment";"refurb.";"eng"
"refus-";"refus.";"mul"
"regal";"n.a.";"eng"
"regalo";"n.a.";"spa"
"regard";"n.a.";"fre"
"régat-";"n.a.";"fre"
"Regel-";"n.a.";"ger"
"regelapparat-";"regelappar.";"dut"
"regelgeving";"regelgev.";"dut"
"regelmässig";"regelm.";"ger"
"Regeltechni-";"Regeltech.";"ger"
"Regelung";"Regel.";"ger"
"Regelwerk-";"Regelw.";"ger"
"regenboog";"n.a.";"dut"
"régence";"n.a.";"fre"
"regencia";"n.a.";"spa"
"regency";"n.a.";"eng"
"regener-";"regen.";"eng, fre, rus"
"Regensburg";"Regensbg.";"ger"
"Regensburger";"Regensbg.";"ger"
"Regenschreiber";"Regenschreib.";"ger"
"regent";"n.a.";"eng"
"Regenwasserbehandlung-";"Regenwasserbehandl.";"ger"
"regenwater";"regenwat.";"dut"
"regény";"n.a.";"hun"
"regering";"reger.";"swe"
"regeringsratt";"regeringsr.";"swe"
"regesta";"n.a.";"lat"
"Regesten";"n.a.";"ger"
"Regestenwerk";"Regestenw.";"ger"
"régész";"n.a.";"hun"
"régészet";"régész.";"hun"
"reggel";"regg.";"hun"
"Reggio Calabria";"n.a.";"ita"
"região";"reg.";"por"
"régie";"n.a.";"fre"
"Regierung";"Regier.";"ger"
"regij-";"reg.";"slv"
"régim";"n.a.";"cat"
"régime";"n.a.";"fre"
"régimen";"n.a.";"spa"
"regiment";"regim.";"dan"
"regimento";"regim.";"por"
"Regina";"n.a.";"eng"
"reginaehradec-";"reginaehrad.";"lat"
"reginahřádec-";"reginahřád.";"cze"
"regio";"reg.";"mul"
"regiojournaal";"regioj.";"dut"
"region-";"reg.";"mul"
"regionális";"reg.";"hun"
"regionalis-";"reg.";"ger"
"Regionalismus";"Reg.";"ger"
"régionnaire";"n.a.";"fre"
"regiotectur-";"regiotect.";"lat"
"régiség";"régis.";"hun"
"régissant";"n.a.";"fre"
"regist-";"regist.";"mul"
"registracija";"regist.";"slv"
"registracije";"regist.";"slv"
"Registrade";"n.a.";"por"
"registrarship";"registrarsh.";"eng"
"registratie";"regist.";"dut"
"Registrierung";"Regist.";"ger"
"regius";"r.";"lat"
"regjering";"n.a.";"nor"
"reglament-";"reglam.";"lit, spa"
"reglamentación";"reglam.";"spa"
"règlement";"règlem.";"fre"
"réglementaire";"réglem.";"fre"
"règlementation";"règlem.";"fre"
"reglemento";"reglem.";"spa"
"regler-";"regl.";"swe"
"regning";"regn.";"dan"
"regno";"n.a.";"ita"
"regnskab";"n.a.";"dan"
"regnskabsstatistik";"regnskabsstat.";"dan"
"regnskap";"regnsk.";"nor"
"regnskapsstatistikk";"regnskapsstat.";"nor"
"regnskapstall";"n.a.";"nor"
"regnskapsvesen";"regnskapsves.";"nor"
"regolament-";"regolam.";"ita"
"regolazion-";"regol.";"ita"
"Regress";"n.a.";"ger"
"regression";"regres.";"eng"
"regulâc-";"regul.";"rus"
"regulace";"regul.";"cze"
"regulación";"regul.";"spa"
"regulador";"regul.";"spa"
"regulaer-";"regul.";"dan"
"regulament-";"regulam.";"mul"
"regulamentação";"regulam.";"por"
"regular-";"regul.";"eng, fre"
"regulat-";"regul.";"fre, eng"
"regulâtor-";"regul.";"rus"
"reguleringsteam";"n.a.";"nor"
"reguleringsundersøkelsene";"reguleringsunders.";"nor"
"Regulier-";"Regulier.";"ger"
"regulirov-";"regul.";"rus"
"regulowan-";"regul.";"pol"
"rehabilitá-";"rehabil.";"hun"
"rehabilitac-";"rehabil.";"spa"
"rehabilitad-";"rehabil.";"spa"
"rehabilitas-";"rehabil.";"nor"
"réhabilitat-";"rehabil.";"fre, mul"
"Rehau";"n.a.";"ger"
"rehber-";"rehb.";"tur"
"rehotník";"n.a.";"slo"
"reial";"r.";"cat"
"Reibung";"Reib.";"ger"
"Reich";"n.a.";"ger"
"Reichenhall-";"Reichenhall.";"ger"
"Reichertshausen";"Reichertshaus.";"ger"
"Reichsanstalt-";"Reichsanst.";"ger"
"Reichsbahn";"Reichsb.";"ger"
"Reichsbericht-";"Reichsber.";"ger"
"Reichsbund";"n.a.";"ger"
"Reichsinstitut-";"Reichsinst.";"ger"
"Reichskirche";"n.a.";"ger"
"Reichsrat-";"n.a.";"ger"
"Reichsstelle";"n.a.";"ger"
"Reichstag";"n.a.";"ger"
"Reichstoff";"Reichst.";"ger"
"Reichswetterdienst-";"Reichswetterd.";"ger"
"Reife";"n.a.";"ger"
"Reifenkombinat";"Reifenkomb.";"ger"
"Reifentechnik";"Reifentech.";"ger"
"Reifenzeitung";"Reifenztg.";"ger"
"Reigate";"n.a.";"eng"
"Reihe";"n.a.";"ger"
"reimbursement";"reimburse.";"eng"
"reimpr-";"reimpr.";"eng"
"reinado";"n.a.";"spa"
"Reinbek";"n.a.";"ger"
"reinforc-";"reinf.";"eng"
"Reinhaltung-";"Reinhalt.";"ger"
"Reinheim";"Reinh.";"ger"
"reinigen";"reinig.";"ger"
"Reinigung-";"Reinig.";"ger"
"reino";"n.a.";"spa"
"Reinøy";"n.a.";"nor"
"Reinrauminformation";"Reinrauminf.";"ger"
"Reinraumtechni-";"Reinraumtech.";"ger"
"reinserción";"reinser.";"spa"
"reinsman";"reinsm.";"eng"
"Reinstoff-";"Reinst.";"ger"
"reinsur-";"reinsur.";"eng"
"reintegración";"reintegr.";"spa"
"reirregistrering";"reirregist.";"nor"
"reisduif";"n.a.";"dut"
"Reise";"n.a.";"ger"
"Reisebericht-";"Reiseber.";"ger"
"Reisebrief";"Reisebr.";"ger"
"Reisebuch";"Reiseb.";"ger"
"Reisebüro";"n.a.";"ger"
"Reisecaravan";"n.a.";"ger"
"reiseforening-";"reiseforen.";"nor"
"reisefot";"n.a.";"nor"
"Reiseführer";"Reiseführ.";"ger"
"Reisegebiet";"Reisegeb.";"ger"
"Reisegewohnheit-";"Reisegewohnh.";"ger"
"reisehåndbok";"reisehåndb.";"nor"
"reiseinformasjon";"reiseinf.";"nor"
"Reisekost-";"n.a.";"ger"
"Reiseland";"Reisel.";"ger"
"reiseliv";"n.a.";"nor"
"Reisemagazin";"Reisemag.";"ger"
"Reisemobil";"Reisemob.";"ger"
"reisen";"reis.";"ger"
"Reisenburg";"Reisenbg.";"ger"
"Reisender";"Reis.";"ger"
"reiseorganisatie";"reiseorgan.";"dut"
"Reisestelle";"n.a.";"ger"
"Reiseveranstaltung";"Reiseveranst.";"ger"
"Reiseverkehr";"Reiseverk.";"ger"
"Reisevermittlung";"Reisevermittl.";"ger"
"reisgids-";"n.a.";"dut"
"reiskrant";"n.a.";"dut"
"reisverslag";"reisversl.";"dut"
"reisweg";"n.a.";"dut"
"reiten";"reit.";"ger"
"Reiter";"Reit.";"ger"
"Reitsport";"n.a.";"ger"
"reizen";"reiz.";"dut"
"Reiziger";"Reiz.";"dut"
"rejnskij";"rejn.";"rus"
"rejon";"n.a.";"pol"
"rejonowy";"rejon.";"pol"
"rejsetips";"n.a.";"dan"
"rejtvény";"rejtv.";"hun"
"rejtvényfejt-";"rejtvfejt.";"hun"
"rejtvényklub";"rejtvklub.";"hun"
"rejtvénykurír";"rejtvkur.";"hun"
"rejtvénykvíz";"rejtvkvíz.";"hun"
"rejtvénylap";"rejtvl.";"hun"
"rejtvénymagazin";"rejtvmag.";"hun"
"rejtvényújság";"rejtvújs.";"hun"
"rekaman";"rekam.";"ind"
"rekayasa";"n.a.";"ind"
"rekenafdeling-";"rekenafd.";"dan"
"rekening";"reken.";"afr"
"rekisteri";"rekist.";"fin"
"rekke";"n.a.";"nor"
"reklám";"rekl.";"hun"
"reklam-";"rekl.";"pol"
"reklāma";"rekl.";"lav"
"reklamebyråforening";"reklamebyråforen.";"nor"
"reklámkonferencia";"reklkonf.";"hun"
"reklamtaxa";"n.a.";"swe"
"reklassering";"reklass.";"dut"
"rekomend-";"rekom.";"rus"
"rekommendation-";"rekomm.";"swe"
"Rekonstruk-";"Rekonstr.";"rus, ger"
"re̢kopis";"rps.";"pol"
"Rekord";"n.a.";"ger"
"rekords";"n.a.";"lav"
"rekreac-";"rekreac.";"pol, rus, hrv"
"rekreatie";"rekreat.";"dut"
